;IdColumnIndex=0
5000:0=5000,1=200217,2=20017,3=19,6=1065353216
7404:0=7404,1=200552,2=20352,3=19,6=1065353216
7405:0=7405,1=200552,2=20352,3=19,6=1065353216
7406:0=7406,1=200553,2=20353,3=19,6=1065353216
7407:0=7407,1=200553,2=20353,3=19,6=1065353216
7408:0=7408,1=200554,2=20354,3=19,6=1065353216
7409:0=7409,1=200554,2=20354,3=19,6=1065353216
7410:0=7410,1=200554,2=20354,3=19,6=1065353216
7411:0=7411,1=200555,2=20355,3=19,6=1065353216
7412:0=7412,1=200555,2=20355,3=19,6=1065353216
7413:0=7413,1=200555,2=20355,3=19,6=1065353216
7414:0=7414,1=200556,2=20356,3=19,6=1065353216
7415:0=7415,1=200556,2=20356,3=19,6=1065353216
7416:0=7416,1=200556,2=20356,3=19,6=1065353216
7417:0=7417,1=200557,2=20357,3=19,6=1065353216
7418:0=7418,1=200557,2=20357,3=19,6=1065353216
7419:0=7419,1=200557,2=20357,3=19,6=1065353216
7420:0=7420,1=200558,2=20358,3=19,6=1065353216
7421:0=7421,1=200558,2=20358,3=19,6=1065353216
7422:0=7422,1=200558,2=20358,3=19,6=1065353216
7423:0=7423,1=200559,2=20359,3=19,6=1065353216
7424:0=7424,1=200559,2=20359,3=19,6=1065353216
7425:0=7425,1=200559,2=20359,3=19,6=1065353216
7426:0=7426,1=200560,2=20360,3=19,6=1065353216
7427:0=7427,1=200560,2=20360,3=19,6=1065353216
7428:0=7428,1=200560,2=20360,3=19,6=1065353216
7429:0=7429,1=200561,2=20361,3=19,6=1065353216
7430:0=7430,1=200561,2=20361,3=19,6=1065353216
7431:0=7431,1=200561,2=20361,3=19,6=1065353216
7432:0=7432,1=200562,2=20362,3=19,6=1065353216
7433:0=7433,1=200562,2=20362,3=19,6=1065353216
7434:0=7434,1=200562,2=20362,3=19,6=1065353216
7435:0=7435,1=200562,2=20362,3=19,6=1065353216
7436:0=7436,1=200563,2=20363,3=19,6=1065353216
7437:0=7437,1=200563,2=20363,3=19,6=1065353216
7438:0=7438,1=200563,2=20363,3=19,6=1065353216
7439:0=7439,1=200563,2=20363,3=19,6=1065353216
7440:0=7440,1=200564,2=20364,3=19,6=1065353216
7441:0=7441,1=200564,2=20364,3=19,6=1065353216
7442:0=7442,1=200564,2=20364,3=19,6=1065353216
7443:0=7443,1=200564,2=20364,3=19,6=1065353216
7444:0=7444,1=200565,2=20365,3=19,6=1065353216
7445:0=7445,1=200565,2=20365,3=19,6=1065353216
7446:0=7446,1=200565,2=20365,3=19,6=1065353216
7447:0=7447,1=200565,2=20365,3=19,6=1065353216
7448:0=7448,1=200566,2=20366,3=19,6=1065353216
7449:0=7449,1=200566,2=20366,3=19,6=1065353216
7450:0=7450,1=200566,2=20366,3=19,6=1065353216
7451:0=7451,1=200566,2=20366,3=19,6=1065353216
7452:0=7452,1=200567,2=20367,3=19,6=1065353216
7453:0=7453,1=200567,2=20367,3=19,6=1065353216
7454:0=7454,1=200567,2=20367,3=19,6=1065353216
7455:0=7455,1=200567,2=20367,3=19,6=1065353216
7456:0=7456,1=200568,2=20368,3=19,6=1065353216
7457:0=7457,1=200568,2=20368,3=19,6=1065353216
7458:0=7458,1=200568,2=20368,3=19,6=1065353216
7459:0=7459,1=200568,2=20368,3=19,6=1065353216
7460:0=7460,1=200569,2=20369,3=19,6=1065353216
7461:0=7461,1=200569,2=20369,3=19,6=1065353216
7462:0=7462,1=200569,2=20369,3=19,6=1065353216
7463:0=7463,1=200569,2=20369,3=19,6=1065353216
7464:0=7464,1=200570,2=20370,3=19,6=1065353216
7465:0=7465,1=200570,2=20370,3=19,6=1065353216
7466:0=7466,1=200570,2=20370,3=19,6=1065353216
7467:0=7467,1=200570,2=20370,3=19,6=1065353216
7468:0=7468,1=200570,2=20370,3=19,6=1065353216
7469:0=7469,1=200571,2=20371,3=19,6=1065353216
7470:0=7470,1=200571,2=20371,3=19,6=1065353216
7471:0=7471,1=200571,2=20371,3=19,6=1065353216
7472:0=7472,1=200571,2=20371,3=19,6=1065353216
7473:0=7473,1=200571,2=20371,3=19,6=1065353216
7474:0=7474,1=200572,2=20372,3=19,6=1065353216
7475:0=7475,1=200572,2=20372,3=19,6=1065353216
7476:0=7476,1=200572,2=20372,3=19,6=1065353216
7477:0=7477,1=200572,2=20372,3=19,6=1065353216
7478:0=7478,1=200572,2=20372,3=19,6=1065353216
7479:0=7479,1=200573,2=20373,3=19,6=1065353216
7480:0=7480,1=200573,2=20373,3=19,6=1065353216
7481:0=7481,1=200573,2=20373,3=19,6=1065353216
7482:0=7482,1=200573,2=20373,3=19,6=1065353216
7483:0=7483,1=200573,2=20373,3=19,6=1065353216
7484:0=7484,1=200574,2=20374,3=19,6=1065353216
7485:0=7485,1=200574,2=20374,3=19,6=1065353216
7486:0=7486,1=200574,2=20374,3=19,6=1065353216
7487:0=7487,1=200574,2=20374,3=19,6=1065353216
7488:0=7488,1=200574,2=20374,3=19,6=1065353216
7489:0=7489,1=200575,2=20375,3=19,6=1065353216
7490:0=7490,1=200575,2=20375,3=19,6=1065353216
7491:0=7491,1=200575,2=20375,3=19,6=1065353216
7492:0=7492,1=200575,2=20375,3=19,6=1065353216
7493:0=7493,1=200575,2=20375,3=19,6=1065353216
7494:0=7494,1=200576,2=20376,3=19,6=1065353216
7495:0=7495,1=200576,2=20376,3=19,6=1065353216
7496:0=7496,1=200576,2=20376,3=19,6=1065353216
7497:0=7497,1=200576,2=20376,3=19,6=1065353216
7498:0=7498,1=200576,2=20376,3=19,6=1065353216
7499:0=7499,1=200576,2=20376,3=19,6=1065353216
7500:0=7500,1=200577,2=20377,3=19,6=1065353216
7501:0=7501,1=200577,2=20377,3=19,6=1065353216
7502:0=7502,1=200577,2=20377,3=19,6=1065353216
7503:0=7503,1=200577,2=20377,3=19,6=1065353216
7504:0=7504,1=200577,2=20377,3=19,6=1065353216
7505:0=7505,1=200577,2=20377,3=19,6=1065353216
7506:0=7506,1=200578,2=20378,3=19,6=1065353216
7507:0=7507,1=200578,2=20378,3=19,6=1065353216
7508:0=7508,1=200578,2=20378,3=19,6=1065353216
7509:0=7509,1=200578,2=20378,3=19,6=1065353216
7510:0=7510,1=200578,2=20378,3=19,6=1065353216
7511:0=7511,1=200578,2=20378,3=19,6=1065353216
7512:0=7512,1=200579,2=20379,3=19,6=1065353216
7513:0=7513,1=200579,2=20379,3=19,6=1065353216
7514:0=7514,1=200579,2=20379,3=19,6=1065353216
7515:0=7515,1=200579,2=20379,3=19,6=1065353216
7516:0=7516,1=200579,2=20379,3=19,6=1065353216
7517:0=7517,1=200579,2=20379,3=19,6=1065353216
7518:0=7518,1=200580,2=20380,3=19,6=1065353216
7519:0=7519,1=200580,2=20380,3=19,6=1065353216
7520:0=7520,1=200580,2=20380,3=19,6=1065353216
7521:0=7521,1=200580,2=20380,3=19,6=1065353216
7522:0=7522,1=200580,2=20380,3=19,6=1065353216
7523:0=7523,1=200580,2=20380,3=19,6=1065353216
7524:0=7524,1=200581,2=20381,3=19,6=1065353216
7525:0=7525,1=200581,2=20381,3=19,6=1065353216
7526:0=7526,1=200581,2=20381,3=19,6=1065353216
7527:0=7527,1=200581,2=20381,3=19,6=1065353216
7528:0=7528,1=200581,2=20381,3=19,6=1065353216
7529:0=7529,1=200581,2=20381,3=19,6=1065353216
7530:0=7530,1=200582,2=20382,3=19,6=1065353216
7531:0=7531,1=200582,2=20382,3=19,6=1065353216
7532:0=7532,1=200582,2=20382,3=19,6=1065353216
7533:0=7533,1=200582,2=20382,3=19,6=1065353216
7534:0=7534,1=200582,2=20382,3=19,6=1065353216
7535:0=7535,1=200582,2=20382,3=19,6=1065353216
7536:0=7536,1=200582,2=20382,3=19,6=1065353216
7537:0=7537,1=200583,2=20383,3=19,6=1065353216
7538:0=7538,1=200583,2=20383,3=19,6=1065353216
7539:0=7539,1=200583,2=20383,3=19,6=1065353216
7540:0=7540,1=200583,2=20383,3=19,6=1065353216
7541:0=7541,1=200583,2=20383,3=19,6=1065353216
7542:0=7542,1=200583,2=20383,3=19,6=1065353216
7543:0=7543,1=200583,2=20383,3=19,6=1065353216
7544:0=7544,1=200584,2=20384,3=19,6=1065353216
7545:0=7545,1=200584,2=20384,3=19,6=1065353216
7546:0=7546,1=200584,2=20384,3=19,6=1065353216
7547:0=7547,1=200584,2=20384,3=19,6=1065353216
7548:0=7548,1=200584,2=20384,3=19,6=1065353216
7549:0=7549,1=200584,2=20384,3=19,6=1065353216
7550:0=7550,1=200584,2=20384,3=19,6=1065353216
7551:0=7551,1=200585,2=20385,3=19,6=1065353216
7552:0=7552,1=200585,2=20385,3=19,6=1065353216
7553:0=7553,1=200585,2=20385,3=19,6=1065353216
7554:0=7554,1=200585,2=20385,3=19,6=1065353216
7555:0=7555,1=200585,2=20385,3=19,6=1065353216
7556:0=7556,1=200585,2=20385,3=19,6=1065353216
7557:0=7557,1=200585,2=20385,3=19,6=1065353216
7558:0=7558,1=200586,2=20386,3=19,6=1065353216
7559:0=7559,1=200586,2=20386,3=19,6=1065353216
7560:0=7560,1=200586,2=20386,3=19,6=1065353216
7561:0=7561,1=200586,2=20386,3=19,6=1065353216
7562:0=7562,1=200586,2=20386,3=19,6=1065353216
7563:0=7563,1=200586,2=20386,3=19,6=1065353216
7564:0=7564,1=200586,2=20386,3=19,6=1065353216
7565:0=7565,1=200587,2=20387,3=19,6=1065353216
7566:0=7566,1=200587,2=20387,3=19,6=1065353216
7567:0=7567,1=200587,2=20387,3=19,6=1065353216
7568:0=7568,1=200587,2=20387,3=19,6=1065353216
7569:0=7569,1=200587,2=20387,3=19,6=1065353216
7570:0=7570,1=200587,2=20387,3=19,6=1065353216
7571:0=7571,1=200587,2=20387,3=19,6=1065353216
7572:0=7572,1=200588,2=20388,3=19,6=1065353216
7573:0=7573,1=200588,2=20388,3=19,6=1065353216
7574:0=7574,1=200588,2=20388,3=19,6=1065353216
7575:0=7575,1=200588,2=20388,3=19,6=1065353216
7576:0=7576,1=200588,2=20388,3=19,6=1065353216
7577:0=7577,1=200588,2=20388,3=19,6=1065353216
7578:0=7578,1=200588,2=20388,3=19,6=1065353216
7579:0=7579,1=200588,2=20388,3=19,6=1065353216
7580:0=7580,1=200589,2=20389,3=19,6=1065353216
7581:0=7581,1=200589,2=20389,3=19,6=1065353216
7582:0=7582,1=200589,2=20389,3=19,6=1065353216
7583:0=7583,1=200589,2=20389,3=19,6=1065353216
7584:0=7584,1=200589,2=20389,3=19,6=1065353216
7585:0=7585,1=200589,2=20389,3=19,6=1065353216
7586:0=7586,1=200589,2=20389,3=19,6=1065353216
7587:0=7587,1=200589,2=20389,3=19,6=1065353216
7588:0=7588,1=200590,2=20390,3=19,6=1065353216
7589:0=7589,1=200590,2=20390,3=19,6=1065353216
7590:0=7590,1=200590,2=20390,3=19,6=1065353216
7591:0=7591,1=200590,2=20390,3=19,6=1065353216
7592:0=7592,1=200590,2=20390,3=19,6=1065353216
7593:0=7593,1=200590,2=20390,3=19,6=1065353216
7594:0=7594,1=200590,2=20390,3=19,6=1065353216
7595:0=7595,1=200590,2=20390,3=19,6=1065353216
7596:0=7596,1=200591,2=20391,3=19,6=1065353216
7597:0=7597,1=200591,2=20391,3=19,6=1065353216
7598:0=7598,1=200591,2=20391,3=19,6=1065353216
7599:0=7599,1=200591,2=20391,3=19,6=1065353216
7600:0=7600,1=200591,2=20391,3=19,6=1065353216
7601:0=7601,1=200591,2=20391,3=19,6=1065353216
7602:0=7602,1=200591,2=20391,3=19,6=1065353216
7603:0=7603,1=200591,2=20391,3=19,6=1065353216
7604:0=7604,1=200592,2=20392,3=19,6=1065353216
7605:0=7605,1=200592,2=20392,3=19,6=1065353216
7606:0=7606,1=200592,2=20392,3=19,6=1065353216
7607:0=7607,1=200592,2=20392,3=19,6=1065353216
7608:0=7608,1=200592,2=20392,3=19,6=1065353216
7609:0=7609,1=200592,2=20392,3=19,6=1065353216
7610:0=7610,1=200592,2=20392,3=19,6=1065353216
7611:0=7611,1=200592,2=20392,3=19,6=1065353216
7612:0=7612,1=200593,2=20393,3=19,6=1065353216
7613:0=7613,1=200593,2=20393,3=19,6=1065353216
7614:0=7614,1=200593,2=20393,3=19,6=1065353216
7615:0=7615,1=200593,2=20393,3=19,6=1065353216
7616:0=7616,1=200593,2=20393,3=19,6=1065353216
7617:0=7617,1=200593,2=20393,3=19,6=1065353216
7618:0=7618,1=200593,2=20393,3=19,6=1065353216
7619:0=7619,1=200593,2=20393,3=19,6=1065353216
7620:0=7620,1=200593,2=20393,3=19,6=1065353216
7621:0=7621,1=200594,2=20394,3=19,6=1065353216
7622:0=7622,1=200594,2=20394,3=19,6=1065353216
7623:0=7623,1=200594,2=20394,3=19,6=1065353216
7624:0=7624,1=200594,2=20394,3=19,6=1065353216
7625:0=7625,1=200594,2=20394,3=19,6=1065353216
7626:0=7626,1=200594,2=20394,3=19,6=1065353216
7627:0=7627,1=200594,2=20394,3=19,6=1065353216
7628:0=7628,1=200594,2=20394,3=19,6=1065353216
7629:0=7629,1=200594,2=20394,3=19,6=1065353216
7630:0=7630,1=200595,2=20395,3=19,6=1065353216
7631:0=7631,1=200595,2=20395,3=19,6=1065353216
7632:0=7632,1=200595,2=20395,3=19,6=1065353216
7633:0=7633,1=200595,2=20395,3=19,6=1065353216
7634:0=7634,1=200595,2=20395,3=19,6=1065353216
7635:0=7635,1=200595,2=20395,3=19,6=1065353216
7636:0=7636,1=200595,2=20395,3=19,6=1065353216
7637:0=7637,1=200595,2=20395,3=19,6=1065353216
7638:0=7638,1=200595,2=20395,3=19,6=1065353216
7639:0=7639,1=200596,2=20396,3=19,6=1065353216
7640:0=7640,1=200596,2=20396,3=19,6=1065353216
7641:0=7641,1=200596,2=20396,3=19,6=1065353216
7642:0=7642,1=200596,2=20396,3=19,6=1065353216
7643:0=7643,1=200596,2=20396,3=19,6=1065353216
7644:0=7644,1=200596,2=20396,3=19,6=1065353216
7645:0=7645,1=200596,2=20396,3=19,6=1065353216
7646:0=7646,1=200596,2=20396,3=19,6=1065353216
7647:0=7647,1=200596,2=20396,3=19,6=1065353216
7648:0=7648,1=200597,2=20397,3=19,6=1065353216
7649:0=7649,1=200597,2=20397,3=19,6=1065353216
7650:0=7650,1=200597,2=20397,3=19,6=1065353216
7651:0=7651,1=200597,2=20397,3=19,6=1065353216
7652:0=7652,1=200597,2=20397,3=19,6=1065353216
7653:0=7653,1=200597,2=20397,3=19,6=1065353216
7654:0=7654,1=200597,2=20397,3=19,6=1065353216
7655:0=7655,1=200597,2=20397,3=19,6=1065353216
7656:0=7656,1=200597,2=20397,3=19,6=1065353216
7657:0=7657,1=200598,2=20398,3=19,6=1065353216
7658:0=7658,1=200598,2=20398,3=19,6=1065353216
7659:0=7659,1=200598,2=20398,3=19,6=1065353216
7660:0=7660,1=200598,2=20398,3=19,6=1065353216
7661:0=7661,1=200598,2=20398,3=19,6=1065353216
7662:0=7662,1=200598,2=20398,3=19,6=1065353216
7663:0=7663,1=200598,2=20398,3=19,6=1065353216
7664:0=7664,1=200598,2=20398,3=19,6=1065353216
7665:0=7665,1=200598,2=20398,3=19,6=1065353216
7666:0=7666,1=200599,2=20399,3=19,6=1065353216
7667:0=7667,1=200599,2=20399,3=19,6=1065353216
7668:0=7668,1=200599,2=20399,3=19,6=1065353216
7669:0=7669,1=200599,2=20399,3=19,6=1065353216
7670:0=7670,1=200599,2=20399,3=19,6=1065353216
7671:0=7671,1=200599,2=20399,3=19,6=1065353216
7672:0=7672,1=200599,2=20399,3=19,6=1065353216
7673:0=7673,1=200599,2=20399,3=19,6=1065353216
7674:0=7674,1=200599,2=20399,3=19,6=1065353216
7675:0=7675,1=200599,2=20399,3=19,6=1065353216
